MUN_NAME,scen,seas,tslice,var,value
RAMAGUNDEM,RCP45,DJF,2061-2090,tmin,2.7275782
RAMAGUNDEM,RCP45,MAM,2021-2050,precip,31.24041
RAMAGUNDEM,RCP45,MAM,2021-2050,tmean,1.6819464
RAMAGUNDEM,RCP45,MAM,2021-2050,tmax,1.4253324
RAMAGUNDEM,RCP45,MAM,2021-2050,tmin,1.5542132
RAMAGUNDEM,RCP45,MAM,2061-2090,precip,49.53786
RAMAGUNDEM,RCP45,MAM,2061-2090,tmean,2.4667232
RAMAGUNDEM,RCP45,MAM,2061-2090,tmax,1.8847872
RAMAGUNDEM,RCP45,MAM,2061-2090,tmin,2.424661
RAMAGUNDEM,RCP85,Annual,2021-2050,precip,22.026337
RAMAGUNDEM,RCP85,Annual,2021-2050,tmean,1.5897173
RAMAGUNDEM,RCP85,Annual,2021-2050,tmax,1.805941
RAMAGUNDEM,RCP85,Annual,2021-2050,tmin,1.6857449
RAMAGUNDEM,RCP85,Annual,2061-2090,precip,27.789062
RAMAGUNDEM,RCP85,Annual,2061-2090,tmean,3.6093378
RAMAGUNDEM,RCP85,Annual,2061-2090,tmax,3.4980114
RAMAGUNDEM,RCP85,Annual,2061-2090,tmin,3.9071739
RAMAGUNDEM,RCP85,JJAS,2021-2050,precip,15.648007
RAMAGUNDEM,RCP85,JJAS,2021-2050,tmean,1.3961034
RAMAGUNDEM,RCP85,JJAS,2021-2050,tmax,1.7233853
RAMAGUNDEM,RCP85,JJAS,2021-2050,tmin,1.3832455
RAMAGUNDEM,RCP85,JJAS,2061-2090,precip,20.452635
RAMAGUNDEM,RCP85,JJAS,2061-2090,tmean,3.2497911
RAMAGUNDEM,RCP85,JJAS,2061-2090,tmax,3.3407578
RAMAGUNDEM,RCP85,JJAS,2061-2090,tmin,3.2764907
RAMAGUNDEM,RCP85,ON,2021-2050,precip,53.003994
RAMAGUNDEM,RCP85,ON,2021-2050,tmean,1.3970737
RAMAGUNDEM,RCP85,ON,2021-2050,tmax,1.6636372
RAMAGUNDEM,RCP85,ON,2021-2050,tmin,1.6446333
RAMAGUNDEM,RCP85,ON,2061-2090,precip,73.24891
RAMAGUNDEM,RCP85,ON,2061-2090,tmean,3.1221619
RAMAGUNDEM,RCP85,ON,2061-2090,tmax,2.938179
RAMAGUNDEM,RCP85,ON,2061-2090,tmin,3.7146425
RAMAGUNDEM,RCP85,DJF,2021-2050,precip,3.4497535
RAMAGUNDEM,RCP85,DJF,2021-2050,tmean,1.6123785
RAMAGUNDEM,RCP85,DJF,2021-2050,tmax,2.183255
RAMAGUNDEM,RCP85,DJF,2021-2050,tmin,1.9522997
RAMAGUNDEM,RCP85,DJF,2061-2090,precip,-6.0643635
RAMAGUNDEM,RCP85,DJF,2061-2090,tmean,3.9071968
RAMAGUNDEM,RCP85,DJF,2061-2090,tmax,4.1072717
RAMAGUNDEM,RCP85,DJF,2061-2090,tmin,4.6328373
RAMAGUNDEM,RCP85,MAM,2021-2050,precip,28.455587
RAMAGUNDEM,RCP85,MAM,2021-2050,tmean,1.9536368
RAMAGUNDEM,RCP85,MAM,2021-2050,tmax,1.6335703
RAMAGUNDEM,RCP85,MAM,2021-2050,tmin,1.8499304
RAMAGUNDEM,RCP85,MAM,2061-2090,precip,41.11783
RAMAGUNDEM,RCP85,MAM,2061-2090,tmean,4.1156583
RAMAGUNDEM,RCP85,MAM,2061-2090,tmax,3.4716442
RAMAGUNDEM,RCP85,MAM,2061-2090,tmin,4.150776
PALWANCHA,RCP45,Annual,2021-2050,precip,23.26006
PALWANCHA,RCP45,Annual,2021-2050,tmean,1.3412249
PALWANCHA,RCP45,Annual,2021-2050,tmax,1.6262202
PALWANCHA,RCP45,Annual,2021-2050,tmin,1.3038733
PALWANCHA,RCP45,Annual,2061-2090,precip,34.72497
PALWANCHA,RCP45,Annual,2061-2090,tmean,2.0669494
PALWANCHA,RCP45,Annual,2061-2090,tmax,1.9699805
PALWANCHA,RCP45,Annual,2061-2090,tmin,2.0397668
PALWANCHA,RCP45,JJAS,2021-2050,precip,16.92551
PALWANCHA,RCP45,JJAS,2021-2050,tmean,1.2195487
PALWANCHA,RCP45,JJAS,2021-2050,tmax,1.5166748
PALWANCHA,RCP45,JJAS,2021-2050,tmin,1.1508131
PALWANCHA,RCP45,JJAS,2061-2090,precip,23.351013
PALWANCHA,RCP45,JJAS,2061-2090,tmean,1.9372721
PALWANCHA,RCP45,JJAS,2061-2090,tmax,1.9273336
PALWANCHA,RCP45,JJAS,2061-2090,tmin,1.7730663
PALWANCHA,RCP45,ON,2021-2050,precip,37.703537
PALWANCHA,RCP45,ON,2021-2050,tmean,1.1476865
PALWANCHA,RCP45,ON,2021-2050,tmax,1.5022802
PALWANCHA,RCP45,ON,2021-2050,tmin,1.1054373
PALWANCHA,RCP45,ON,2061-2090,precip,58.51474
PALWANCHA,RCP45,ON,2061-2090,tmean,1.8431897
PALWANCHA,RCP45,ON,2061-2090,tmax,1.7094173
PALWANCHA,RCP45,ON,2061-2090,tmin,1.9245625
PALWANCHA,RCP45,DJF,2021-2050,precip,0.07088372
PALWANCHA,RCP45,DJF,2021-2050,tmean,1.4099268
PALWANCHA,RCP45,DJF,2021-2050,tmax,1.8968849
PALWANCHA,RCP45,DJF,2021-2050,tmin,1.4932375
PALWANCHA,RCP45,DJF,2061-2090,precip,18.891571
PALWANCHA,RCP45,DJF,2061-2090,tmean,2.2015362
PALWANCHA,RCP45,DJF,2061-2090,tmax,2.1792433
PALWANCHA,RCP45,DJF,2061-2090,tmin,2.3029718
PALWANCHA,RCP45,MAM,2021-2050,precip,45.266315
PALWANCHA,RCP45,MAM,2021-2050,tmean,1.5637836
PALWANCHA,RCP45,MAM,2021-2050,tmax,1.5842425
PALWANCHA,RCP45,MAM,2021-2050,tmin,1.4508804
PALWANCHA,RCP45,MAM,2061-2090,precip,49.863808
PALWANCHA,RCP45,MAM,2061-2090,tmean,2.2544384
PALWANCHA,RCP45,MAM,2061-2090,tmax,1.9912891
PALWANCHA,RCP45,MAM,2061-2090,tmin,2.2089658
PALWANCHA,RCP85,Annual,2021-2050,precip,26.659065
PALWANCHA,RCP85,Annual,2021-2050,tmean,1.4823823
PALWANCHA,RCP85,Annual,2021-2050,tmax,1.8482466
PALWANCHA,RCP85,Annual,2021-2050,tmin,1.5157281
PALWANCHA,RCP85,Annual,2061-2090,precip,27.941456
PALWANCHA,RCP85,Annual,2061-2090,tmean,3.4069166
PALWANCHA,RCP85,Annual,2061-2090,tmax,3.5541096
PALWANCHA,RCP85,Annual,2061-2090,tmin,3.5491362
PALWANCHA,RCP85,JJAS,2021-2050,precip,16.648014
PALWANCHA,RCP85,JJAS,2021-2050,tmean,1.3331666
PALWANCHA,RCP85,JJAS,2021-2050,tmax,1.6961582
PALWANCHA,RCP85,JJAS,2021-2050,tmin,1.3510053
PALWANCHA,RCP85,JJAS,2061-2090,precip,22.880142
PALWANCHA,RCP85,JJAS,2061-2090,tmean,3.1722496
PALWANCHA,RCP85,JJAS,2061-2090,tmax,3.3579538
PALWANCHA,RCP85,JJAS,2061-2090,tmin,3.1972935
PALWANCHA,RCP85,ON,2021-2050,precip,62.014038
PALWANCHA,RCP85,ON,2021-2050,tmean,1.36273
PALWANCHA,RCP85,ON,2021-2050,tmax,1.7657714
PALWANCHA,RCP85,ON,2021-2050,tmin,1.3796339
PALWANCHA,RCP85,ON,2061-2090,precip,75.03095
PALWANCHA,RCP85,ON,2061-2090,tmean,3.0478544
PALWANCHA,RCP85,ON,2061-2090,tmax,3.2166853
PALWANCHA,RCP85,ON,2061-2090,tmin,3.3691297
PALWANCHA,RCP85,DJF,2021-2050,precip,13.605583
PALWANCHA,RCP85,DJF,2021-2050,tmean,1.4766929
PALWANCHA,RCP85,DJF,2021-2050,tmax,2.175334
PALWANCHA,RCP85,DJF,2021-2050,tmin,1.6556921
PALWANCHA,RCP85,DJF,2061-2090,precip,-5.7012835
PALWANCHA,RCP85,DJF,2061-2090,tmean,3.6144998
PALWANCHA,RCP85,DJF,2061-2090,tmax,4.021271
PALWANCHA,RCP85,DJF,2061-2090,tmin,3.9431212
PALWANCHA,RCP85,MAM,2021-2050,precip,29.490627
PALWANCHA,RCP85,MAM,2021-2050,tmean,1.7667942
PALWANCHA,RCP85,MAM,2021-2050,tmax,1.7789276
PALWANCHA,RCP85,MAM,2021-2050,tmin,1.6861242
PALWANCHA,RCP85,MAM,2061-2090,precip,36.939617
PALWANCHA,RCP85,MAM,2061-2090,tmean,3.7515976
PALWANCHA,RCP85,MAM,2061-2090,tmax,3.5734382
PALWANCHA,RCP85,MAM,2061-2090,tmin,3.7442794
NIRMAL,RCP45,Annual,2021-2050,precip,26.348927
NIRMAL,RCP45,Annual,2021-2050,tmean,1.4480375
NIRMAL,RCP45,Annual,2021-2050,tmax,1.5594112
NIRMAL,RCP45,Annual,2021-2050,tmin,1.4536684
NIRMAL,RCP45,Annual,2061-2090,precip,40.856003
NIRMAL,RCP45,Annual,2061-2090,tmean,2.2287755
NIRMAL,RCP45,Annual,2061-2090,tmax,1.8473172
NIRMAL,RCP45,Annual,2061-2090,tmin,2.2793589
NIRMAL,RCP45,JJAS,2021-2050,precip,12.515315
NIRMAL,RCP45,JJAS,2021-2050,tmean,1.2770362
NIRMAL,RCP45,JJAS,2021-2050,tmax,1.4851422
NIRMAL,RCP45,JJAS,2021-2050,tmin,1.1401522
NIRMAL,RCP45,JJAS,2061-2090,precip,24.713482
NIRMAL,RCP45,JJAS,2061-2090,tmean,1.9982748
NIRMAL,RCP45,JJAS,2061-2090,tmax,1.8550162
NIRMAL,RCP45,JJAS,2061-2090,tmin,1.7592478
NIRMAL,RCP45,ON,2021-2050,precip,40.770683
NIRMAL,RCP45,ON,2021-2050,tmean,1.2676873
NIRMAL,RCP45,ON,2021-2050,tmax,1.4559135
NIRMAL,RCP45,ON,2021-2050,tmin,1.3803899
NIRMAL,RCP45,ON,2061-2090,precip,66.92192
NIRMAL,RCP45,ON,2061-2090,tmean,1.977231
NIRMAL,RCP45,ON,2061-2090,tmax,1.3948021
NIRMAL,RCP45,ON,2061-2090,tmin,2.173588
NIRMAL,RCP45,DJF,2021-2050,precip,14.163301
NIRMAL,RCP45,DJF,2021-2050,tmean,1.5910728
NIRMAL,RCP45,DJF,2021-2050,tmax,1.8970349
NIRMAL,RCP45,DJF,2021-2050,tmin,1.8136246
NIRMAL,RCP45,DJF,2061-2090,precip,29.76951
NIRMAL,RCP45,DJF,2061-2090,tmean,2.419198
NIRMAL,RCP45,DJF,2061-2090,tmax,2.1168613
NIRMAL,RCP45,DJF,2061-2090,tmin,2.7771747
NIRMAL,RCP45,MAM,2021-2050,precip,47.36486
NIRMAL,RCP45,MAM,2021-2050,tmean,1.6532376
NIRMAL,RCP45,MAM,2021-2050,tmax,1.3898112
NIRMAL,RCP45,MAM,2021-2050,tmin,1.5605863
NIRMAL,RCP45,MAM,2061-2090,precip,56.088585
NIRMAL,RCP45,MAM,2061-2090,tmean,2.5133834
NIRMAL,RCP45,MAM,2061-2090,tmax,1.8691845
NIRMAL,RCP45,MAM,2061-2090,tmin,2.545539
NIRMAL,RCP85,Annual,2021-2050,precip,30.09962
NIRMAL,RCP85,Annual,2021-2050,tmean,1.6107106
NIRMAL,RCP85,Annual,2021-2050,tmax,1.7830644
NIRMAL,RCP85,Annual,2021-2050,tmin,1.7171633
NIRMAL,RCP85,Annual,2061-2090,precip,38.567913
NIRMAL,RCP85,Annual,2061-2090,tmean,3.6178622
NIRMAL,RCP85,Annual,2061-2090,tmax,3.4604936
NIRMAL,RCP85,Annual,2061-2090,tmin,4.007967
NIRMAL,RCP85,JJAS,2021-2050,precip,18.307241
NIRMAL,RCP85,JJAS,2021-2050,tmean,1.4078829
NIRMAL,RCP85,JJAS,2021-2050,tmax,1.6990743
NIRMAL,RCP85,JJAS,2021-2050,tmin,1.368149
NIRMAL,RCP85,JJAS,2061-2090,precip,21.754763
NIRMAL,RCP85,JJAS,2061-2090,tmean,3.2171788
NIRMAL,RCP85,JJAS,2061-2090,tmax,3.2718513
NIRMAL,RCP85,JJAS,2061-2090,tmin,3.2612877
NIRMAL,RCP85,ON,2021-2050,precip,68.711624
NIRMAL,RCP85,ON,2021-2050,tmean,1.4141998
NIRMAL,RCP85,ON,2021-2050,tmax,1.604384
NIRMAL,RCP85,ON,2021-2050,tmin,1.6954892
NIRMAL,RCP85,ON,2061-2090,precip,90.18935
NIRMAL,RCP85,ON,2061-2090,tmean,3.0910058
NIRMAL,RCP85,ON,2061-2090,tmax,2.7938795
NIRMAL,RCP85,ON,2061-2090,tmin,3.819144
NIRMAL,RCP85,DJF,2021-2050,precip,9.40531
NIRMAL,RCP85,DJF,2021-2050,tmean,1.6653378
NIRMAL,RCP85,DJF,2021-2050,tmax,2.1711578
NIRMAL,RCP85,DJF,2021-2050,tmin,1.9826329
NIRMAL,RCP85,DJF,2061-2090,precip,9.335749
NIRMAL,RCP85,DJF,2061-2090,tmean,3.9609332
NIRMAL,RCP85,DJF,2061-2090,tmax,4.1219573
NIRMAL,RCP85,DJF,2061-2090,tmin,4.7251625
NIRMAL,RCP85,MAM,2021-2050,precip,40.775772
NIRMAL,RCP85,MAM,2021-2050,tmean,1.9575274
NIRMAL,RCP85,MAM,2021-2050,tmax,1.6260784
NIRMAL,RCP85,MAM,2021-2050,tmin,1.9314957
NIRMAL,RCP85,MAM,2061-2090,precip,55.803314
NIRMAL,RCP85,MAM,2061-2090,tmean,4.1602736
NIRMAL,RCP85,MAM,2061-2090,tmax,3.4949627
NIRMAL,RCP85,MAM,2061-2090,tmin,4.412225
METPALLY,RCP45,Annual,2021-2050,precip,21.085209
METPALLY,RCP45,Annual,2021-2050,tmean,1.4379865
METPALLY,RCP45,Annual,2021-2050,tmax,1.5815046
METPALLY,RCP45,Annual,2021-2050,tmin,1.4469388
METPALLY,RCP45,Annual,2061-2090,precip,36.3738
METPALLY,RCP45,Annual,2061-2090,tmean,2.2154706
METPALLY,RCP45,Annual,2061-2090,tmax,1.8717569
METPALLY,RCP45,Annual,2061-2090,tmin,2.2534995
METPALLY,RCP45,JJAS,2021-2050,precip,9.555458
METPALLY,RCP45,JJAS,2021-2050,tmean,1.2696761
METPALLY,RCP45,JJAS,2021-2050,tmax,1.5145113
METPALLY,RCP45,JJAS,2021-2050,tmin,1.1500615
METPALLY,RCP45,JJAS,2061-2090,precip,20.370598
METPALLY,RCP45,JJAS,2061-2090,tmean,1.9966047
METPALLY,RCP45,JJAS,2061-2090,tmax,1.8860539
METPALLY,RCP45,JJAS,2061-2090,tmin,1.7640381
METPALLY,RCP45,ON,2021-2050,precip,34.725662
METPALLY,RCP45,ON,2021-2050,tmean,1.2375698
METPALLY,RCP45,ON,2021-2050,tmax,1.4684463
METPALLY,RCP45,ON,2021-2050,tmin,1.3475161
METPALLY,RCP45,ON,2061-2090,precip,61.205383
METPALLY,RCP45,ON,2061-2090,tmean,1.96889
METPALLY,RCP45,ON,2061-2090,tmax,1.4554343
METPALLY,RCP45,ON,2061-2090,tmin,2.1524208
METPALLY,RCP45,DJF,2021-2050,precip,5.1016994
METPALLY,RCP45,DJF,2021-2050,tmean,1.5765209
METPALLY,RCP45,DJF,2021-2050,tmax,1.932075
METPALLY,RCP45,DJF,2021-2050,tmin,1.7947752
METPALLY,RCP45,DJF,2061-2090,precip,22.19567
METPALLY,RCP45,DJF,2061-2090,tmean,2.4016728
METPALLY,RCP45,DJF,2061-2090,tmax,2.1471384
METPALLY,RCP45,DJF,2061-2090,tmin,2.7356029
METPALLY,RCP45,MAM,2021-2050,precip,43.348083
METPALLY,RCP45,MAM,2021-2050,tmean,1.6574769
METPALLY,RCP45,MAM,2021-2050,tmax,1.3956312
METPALLY,RCP45,MAM,2021-2050,tmin,1.5612206
METPALLY,RCP45,MAM,2061-2090,precip,55.335144
METPALLY,RCP45,MAM,2061-2090,tmean,2.4854765
METPALLY,RCP45,MAM,2061-2090,tmax,1.854861
METPALLY,RCP45,MAM,2061-2090,tmin,2.491397
METPALLY,RCP85,Annual,2021-2050,precip,25.684364
METPALLY,RCP85,Annual,2021-2050,tmean,1.599686
METPALLY,RCP85,Annual,2021-2050,tmax,1.8017992
METPALLY,RCP85,Annual,2021-2050,tmin,1.7015313
METPALLY,RCP85,Annual,2061-2090,precip,33.16086
METPALLY,RCP85,Annual,2061-2090,tmean,3.6123385
METPALLY,RCP85,Annual,2061-2090,tmax,3.4870276
METPALLY,RCP85,Annual,2061-2090,tmin,3.9616318
METPALLY,RCP85,JJAS,2021-2050,precip,15.805058
METPALLY,RCP85,JJAS,2021-2050,tmean,1.406046
METPALLY,RCP85,JJAS,2021-2050,tmax,1.7188919
METPALLY,RCP85,JJAS,2021-2050,tmin,1.3778079
METPALLY,RCP85,JJAS,2061-2090,precip,17.893003
METPALLY,RCP85,JJAS,2061-2090,tmean,3.235901
METPALLY,RCP85,JJAS,2061-2090,tmax,3.3179276
METPALLY,RCP85,JJAS,2061-2090,tmin,3.274331
METPALLY,RCP85,ON,2021-2050,precip,61.48445
METPALLY,RCP85,ON,2021-2050,tmean,1.4045925
METPALLY,RCP85,ON,2021-2050,tmax,1.6414857
METPALLY,RCP85,ON,2021-2050,tmin,1.6672196
METPALLY,RCP85,ON,2061-2090,precip,79.08972
METPALLY,RCP85,ON,2061-2090,tmean,3.0987206
METPALLY,RCP85,ON,2061-2090,tmax,2.8643916
METPALLY,RCP85,ON,2061-2090,tmin,3.7762806
METPALLY,RCP85,DJF,2021-2050,precip,4.118622
METPALLY,RCP85,DJF,2021-2050,tmean,1.6445578
METPALLY,RCP85,DJF,2021-2050,tmax,2.200308
METPALLY,RCP85,DJF,2021-2050,tmin,1.9555793
METPALLY,RCP85,DJF,2061-2090,precip,3.8850384
METPALLY,RCP85,DJF,2061-2090,tmean,3.9311366
METPALLY,RCP85,DJF,2061-2090,tmax,4.1375017
METPALLY,RCP85,DJF,2061-2090,tmin,4.6545234
METPALLY,RCP85,MAM,2021-2050,precip,36.555794
METPALLY,RCP85,MAM,2021-2050,tmean,1.9430629
METPALLY,RCP85,MAM,2021-2050,tmax,1.6207091
METPALLY,RCP85,MAM,2021-2050,tmin,1.9019887
METPALLY,RCP85,MAM,2061-2090,precip,52.17457
METPALLY,RCP85,MAM,2061-2090,tmean,4.1378694
METPALLY,RCP85,MAM,2061-2090,tmax,3.4771113
METPALLY,RCP85,MAM,2061-2090,tmin,4.308708
MANUGURU,RCP45,Annual,2021-2050,precip,15.139429
MANUGURU,RCP45,Annual,2021-2050,tmean,1.3705747
MANUGURU,RCP45,Annual,2021-2050,tmax,1.6514112
MANUGURU,RCP45,Annual,2021-2050,tmin,1.3287253
MANUGURU,RCP45,Annual,2061-2090,precip,30.972164
MANUGURU,RCP45,Annual,2061-2090,tmean,2.1003737
MANUGURU,RCP45,Annual,2061-2090,tmax,1.9811474
MANUGURU,RCP45,Annual,2061-2090,tmin,2.0642924
MANUGURU,RCP45,JJAS,2021-2050,precip,5.548363
MANUGURU,RCP45,JJAS,2021-2050,tmean,1.2670052
MANUGURU,RCP45,JJAS,2021-2050,tmax,1.5195937
MANUGURU,RCP45,JJAS,2021-2050,tmin,1.1638033
MANUGURU,RCP45,JJAS,2061-2090,precip,17.886982
MANUGURU,RCP45,JJAS,2061-2090,tmean,1.9760532
MANUGURU,RCP45,JJAS,2061-2090,tmax,1.9258521
MANUGURU,RCP45,JJAS,2061-2090,tmin,1.7777038
MANUGURU,RCP45,ON,2021-2050,precip,34.83862
MANUGURU,RCP45,ON,2021-2050,tmean,1.1540518
MANUGURU,RCP45,ON,2021-2050,tmax,1.4670916
MANUGURU,RCP45,ON,2021-2050,tmin,1.1149712
MANUGURU,RCP45,ON,2061-2090,precip,59.546608
MANUGURU,RCP45,ON,2061-2090,tmean,1.8595695
MANUGURU,RCP45,ON,2061-2090,tmax,1.6796789
MANUGURU,RCP45,ON,2061-2090,tmin,1.9399071
MANUGURU,RCP45,DJF,2021-2050,precip,-5.2890744
MANUGURU,RCP45,DJF,2021-2050,tmean,1.41946
MANUGURU,RCP45,DJF,2021-2050,tmax,1.9209824
MANUGURU,RCP45,DJF,2021-2050,tmin,1.5150986
MANUGURU,RCP45,DJF,2061-2090,precip,14.180132
MANUGURU,RCP45,DJF,2061-2090,tmean,2.2187462
MANUGURU,RCP45,DJF,2061-2090,tmax,2.198936
MANUGURU,RCP45,DJF,2061-2090,tmin,2.3308382
MANUGURU,RCP45,MAM,2021-2050,precip,35.22323
MANUGURU,RCP45,MAM,2021-2050,tmean,1.604131
MANUGURU,RCP45,MAM,2021-2050,tmax,1.6804764
MANUGURU,RCP45,MAM,2021-2050,tmin,1.5047506
MANUGURU,RCP45,MAM,2061-2090,precip,46.161476
MANUGURU,RCP45,MAM,2061-2090,tmean,2.3082986
MANUGURU,RCP45,MAM,2061-2090,tmax,2.038065
MANUGURU,RCP45,MAM,2061-2090,tmin,2.2627892
MANUGURU,RCP85,Annual,2021-2050,precip,20.093544
MANUGURU,RCP85,Annual,2021-2050,tmean,1.5097377
MANUGURU,RCP85,Annual,2021-2050,tmax,1.8910277
MANUGURU,RCP85,Annual,2021-2050,tmin,1.5486624
MANUGURU,RCP85,Annual,2061-2090,precip,23.372402
MANUGURU,RCP85,Annual,2061-2090,tmean,3.460271
MANUGURU,RCP85,Annual,2061-2090,tmax,3.6038313
MANUGURU,RCP85,Annual,2061-2090,tmin,3.6024895
MANUGURU,RCP85,JJAS,2021-2050,precip,6.7376695
MANUGURU,RCP85,JJAS,2021-2050,tmean,1.372328
MANUGURU,RCP85,JJAS,2021-2050,tmax,1.703435
MANUGURU,RCP85,JJAS,2021-2050,tmin,1.3633623
MANUGURU,RCP85,JJAS,2061-2090,precip,14.047676
MANUGURU,RCP85,JJAS,2061-2090,tmean,3.213801
MANUGURU,RCP85,JJAS,2061-2090,tmax,3.3643076
MANUGURU,RCP85,JJAS,2061-2090,tmin,3.2071385
MANUGURU,RCP85,ON,2021-2050,precip,57.810818
MANUGURU,RCP85,ON,2021-2050,tmean,1.3831215
MANUGURU,RCP85,ON,2021-2050,tmax,1.7490735
MANUGURU,RCP85,ON,2021-2050,tmin,1.4050202
MANUGURU,RCP85,ON,2061-2090,precip,73.644264
MANUGURU,RCP85,ON,2061-2090,tmean,3.0802574
MANUGURU,RCP85,ON,2061-2090,tmax,3.2135744
MANUGURU,RCP85,ON,2061-2090,tmin,3.4030776
MANUGURU,RCP85,DJF,2021-2050,precip,8.894481
MANUGURU,RCP85,DJF,2021-2050,tmean,1.4792824
MANUGURU,RCP85,DJF,2021-2050,tmax,2.2343159
MANUGURU,RCP85,DJF,2021-2050,tmin,1.6872041
MANUGURU,RCP85,DJF,2061-2090,precip,-10.234058
MANUGURU,RCP85,DJF,2061-2090,tmean,3.6565125
MANUGURU,RCP85,DJF,2061-2090,tmax,4.09758
MANUGURU,RCP85,DJF,2061-2090,tmin,4.012137
MANUGURU,RCP85,MAM,2021-2050,precip,23.955595
MANUGURU,RCP85,MAM,2021-2050,tmean,1.8078172
MANUGURU,RCP85,MAM,2021-2050,tmax,1.8924992
MANUGURU,RCP85,MAM,2021-2050,tmin,1.752949
MANUGURU,RCP85,MAM,2061-2090,precip,35.89726
MANUGURU,RCP85,MAM,2061-2090,tmean,3.8459973
MANUGURU,RCP85,MAM,2061-2090,tmax,3.6896186
MANUGURU,RCP85,MAM,2061-2090,tmin,3.852918
MANDAMARRI,RCP45,Annual,2021-2050,precip,17.557356
MANDAMARRI,RCP45,Annual,2021-2050,tmean,1.4515907
MANDAMARRI,RCP45,Annual,2021-2050,tmax,1.5859662
MANDAMARRI,RCP45,Annual,2021-2050,tmin,1.4491051
MANDAMARRI,RCP45,Annual,2061-2090,precip,34.236717
MANDAMARRI,RCP45,Annual,2061-2090,tmean,2.2277968
MANDAMARRI,RCP45,Annual,2061-2090,tmax,1.9052185
MANDAMARRI,RCP45,Annual,2061-2090,tmin,2.2592638
MANDAMARRI,RCP45,JJAS,2021-2050,precip,15.1020775
MANDAMARRI,RCP45,JJAS,2021-2050,tmean,1.2772703
MANDAMARRI,RCP45,JJAS,2021-2050,tmax,1.521318
MANDAMARRI,RCP45,JJAS,2021-2050,tmin,1.1449142
MANDAMARRI,RCP45,JJAS,2061-2090,precip,24.327797
MANDAMARRI,RCP45,JJAS,2061-2090,tmean,2.0169349
MANDAMARRI,RCP45,JJAS,2061-2090,tmax,1.9104247
MANDAMARRI,RCP45,JJAS,2061-2090,tmin,1.7689571
MANDAMARRI,RCP45,ON,2021-2050,precip,30.56932
MANDAMARRI,RCP45,ON,2021-2050,tmean,1.2551126
MANDAMARRI,RCP45,ON,2021-2050,tmax,1.437706
MANDAMARRI,RCP45,ON,2021-2050,tmin,1.3332853
MANDAMARRI,RCP45,ON,2061-2090,precip,56.336117
MANDAMARRI,RCP45,ON,2061-2090,tmean,2.0052233
MANDAMARRI,RCP45,ON,2061-2090,tmax,1.5105162
MANDAMARRI,RCP45,ON,2061-2090,tmin,2.149459
MANDAMARRI,RCP45,DJF,2021-2050,precip,-2.5000443
MANDAMARRI,RCP45,DJF,2021-2050,tmean,1.5737215
MANDAMARRI,RCP45,DJF,2021-2050,tmax,1.9181137
MANDAMARRI,RCP45,DJF,2021-2050,tmin,1.8194555
MANDAMARRI,RCP45,DJF,2061-2090,precip,15.939815
MANDAMARRI,RCP45,DJF,2061-2090,tmean,2.398297
MANDAMARRI,RCP45,DJF,2061-2090,tmax,2.1781895
MANDAMARRI,RCP45,DJF,2061-2090,tmin,2.7844324
MANDAMARRI,RCP45,MAM,2021-2050,precip,32.213818
MANDAMARRI,RCP45,MAM,2021-2050,tmean,1.6928724
MANDAMARRI,RCP45,MAM,2021-2050,tmax,1.4388567
MANDAMARRI,RCP45,MAM,2021-2050,tmin,1.5615559
MANDAMARRI,RCP45,MAM,2061-2090,precip,51.01258
MANDAMARRI,RCP45,MAM,2061-2090,tmean,2.4868286
MANDAMARRI,RCP45,MAM,2061-2090,tmax,1.8884405
MANDAMARRI,RCP45,MAM,2061-2090,tmin,2.4610405
MANDAMARRI,RCP85,Annual,2021-2050,precip,23.905685
MANDAMARRI,RCP85,Annual,2021-2050,tmean,1.6007828
MANDAMARRI,RCP85,Annual,2021-2050,tmax,1.7987314
MANDAMARRI,RCP85,Annual,2021-2050,tmin,1.6933659
MANDAMARRI,RCP85,Annual,2061-2090,precip,30.246403
MANDAMARRI,RCP85,Annual,2061-2090,tmean,3.6341798
MANDAMARRI,RCP85,Annual,2061-2090,tmax,3.500974
MANDAMARRI,RCP85,Annual,2061-2090,tmin,3.9417799
MANDAMARRI,RCP85,JJAS,2021-2050,precip,18.978422
MANDAMARRI,RCP85,JJAS,2021-2050,tmean,1.3997965
MANDAMARRI,RCP85,JJAS,2021-2050,tmax,1.7115588
MANDAMARRI,RCP85,JJAS,2021-2050,tmin,1.3706703
MANDAMARRI,RCP85,JJAS,2061-2090,precip,23.584587
MANDAMARRI,RCP85,JJAS,2061-2090,tmean,3.263114
MANDAMARRI,RCP85,JJAS,2061-2090,tmax,3.3319077
MANDAMARRI,RCP85,JJAS,2061-2090,tmin,3.266077
MANDAMARRI,RCP85,ON,2021-2050,precip,55.43417
MANDAMARRI,RCP85,ON,2021-2050,tmean,1.4164629
MANDAMARRI,RCP85,ON,2021-2050,tmax,1.626646
MANDAMARRI,RCP85,ON,2021-2050,tmin,1.6551228
MANDAMARRI,RCP85,ON,2061-2090,precip,76.81349
MANDAMARRI,RCP85,ON,2061-2090,tmean,3.1550846
MANDAMARRI,RCP85,ON,2061-2090,tmax,2.910118
MANDAMARRI,RCP85,ON,2061-2090,tmin,3.7488184
MANDAMARRI,RCP85,DJF,2021-2050,precip,3.1006322
