,metric,region,scen,seas,tslice,value
406,CDD,ADILABAD,RCP45,DJF,2021-2050,7.0
407,CDD,ADILABAD,RCP45,DJF,2061-2090,4.0
408,CDD,ADILABAD,RCP45,MAM,2021-2050,-19.0
409,CDD,ADILABAD,RCP45,MAM,2061-2090,-15.0
410,CDD,ADILABAD,RCP85,Annual,2021-2050,-37.0
411,CDD,ADILABAD,RCP85,Annual,2061-2090,-30.0
412,CDD,ADILABAD,RCP85,JJAS,2021-2050,0.0
413,CDD,ADILABAD,RCP85,JJAS,2061-2090,0.0
414,CDD,ADILABAD,RCP85,ON,2021-2050,-18.0
415,CDD,ADILABAD,RCP85,ON,2061-2090,-20.0
416,CDD,ADILABAD,RCP85,DJF,2021-2050,-1.0
417,CDD,ADILABAD,RCP85,DJF,2061-2090,-1.0
418,CDD,ADILABAD,RCP85,MAM,2021-2050,-22.0
419,CDD,ADILABAD,RCP85,MAM,2061-2090,-19.0
420,CDD,ZAHEERABAD,RCP45,Annual,2021-2050,-11.5
421,CDD,ZAHEERABAD,RCP45,Annual,2061-2090,-30.5
422,CDD,ZAHEERABAD,RCP45,JJAS,2021-2050,0.0
423,CDD,ZAHEERABAD,RCP45,JJAS,2061-2090,0.0
424,CDD,ZAHEERABAD,RCP45,ON,2021-2050,-21.0
425,CDD,ZAHEERABAD,RCP45,ON,2061-2090,-30.5
426,CDD,ZAHEERABAD,RCP45,DJF,2021-2050,6.5
427,CDD,ZAHEERABAD,RCP45,DJF,2061-2090,3.5
428,CDD,ZAHEERABAD,RCP45,MAM,2021-2050,-0.5
429,CDD,ZAHEERABAD,RCP45,MAM,2061-2090,-10.0
430,CDD,ZAHEERABAD,RCP85,Annual,2021-2050,-27.5
431,CDD,ZAHEERABAD,RCP85,Annual,2061-2090,-37.5
432,CDD,ZAHEERABAD,RCP85,JJAS,2021-2050,0.0
433,CDD,ZAHEERABAD,RCP85,JJAS,2061-2090,0.0
434,CDD,ZAHEERABAD,RCP85,ON,2021-2050,-21.0
435,CDD,ZAHEERABAD,RCP85,ON,2061-2090,-31.0
436,CDD,ZAHEERABAD,RCP85,DJF,2021-2050,7.0
437,CDD,ZAHEERABAD,RCP85,DJF,2061-2090,-5.5
438,CDD,ZAHEERABAD,RCP85,MAM,2021-2050,-11.0
439,CDD,ZAHEERABAD,RCP85,MAM,2061-2090,-4.5
440,CDD,WANAPARTHY,RCP45,Annual,2021-2050,-21.0
441,CDD,WANAPARTHY,RCP45,Annual,2061-2090,-14.5
442,CDD,WANAPARTHY,RCP45,JJAS,2021-2050,0.0
443,CDD,WANAPARTHY,RCP45,JJAS,2061-2090,0.0
444,CDD,WANAPARTHY,RCP45,ON,2021-2050,-20.5
445,CDD,WANAPARTHY,RCP45,ON,2061-2090,-20.5
446,CDD,WANAPARTHY,RCP45,DJF,2021-2050,-2.0
447,CDD,WANAPARTHY,RCP45,DJF,2061-2090,10.5
448,CDD,WANAPARTHY,RCP45,MAM,2021-2050,7.0
449,CDD,WANAPARTHY,RCP45,MAM,2061-2090,-4.0
450,CDD,WANAPARTHY,RCP85,Annual,2021-2050,-22.0
451,CDD,WANAPARTHY,RCP85,Annual,2061-2090,-27.0
452,CDD,WANAPARTHY,RCP85,JJAS,2021-2050,0.0
453,CDD,WANAPARTHY,RCP85,JJAS,2061-2090,0.0
454,CDD,WANAPARTHY,RCP85,ON,2021-2050,-15.0
455,CDD,WANAPARTHY,RCP85,ON,2061-2090,-24.5
456,CDD,WANAPARTHY,RCP85,DJF,2021-2050,0.0
457,CDD,WANAPARTHY,RCP85,DJF,2061-2090,10.0
458,CDD,WANAPARTHY,RCP85,MAM,2021-2050,-0.5
459,CDD,WANAPARTHY,RCP85,MAM,2061-2090,-9.0
460,CDD,VIKARABAD,RCP45,Annual,2021-2050,-18.0
461,CDD,VIKARABAD,RCP45,Annual,2061-2090,-22.666666
462,CDD,VIKARABAD,RCP45,JJAS,2021-2050,0.0
463,CDD,VIKARABAD,RCP45,JJAS,2061-2090,0.0
464,CDD,VIKARABAD,RCP45,ON,2021-2050,-15.0
465,CDD,VIKARABAD,RCP45,ON,2061-2090,-18.0
466,CDD,VIKARABAD,RCP45,DJF,2021-2050,1.0
467,CDD,VIKARABAD,RCP45,DJF,2061-2090,5.6666665
468,CDD,VIKARABAD,RCP45,MAM,2021-2050,-4.3333335
469,CDD,VIKARABAD,RCP45,MAM,2061-2090,-14.0
470,CDD,VIKARABAD,RCP85,Annual,2021-2050,-24.666666
471,CDD,VIKARABAD,RCP85,Annual,2061-2090,-27.333334
472,CDD,VIKARABAD,RCP85,JJAS,2021-2050,0.0
473,CDD,VIKARABAD,RCP85,JJAS,2061-2090,0.0
474,CDD,VIKARABAD,RCP85,ON,2021-2050,-13.333333
475,CDD,VIKARABAD,RCP85,ON,2061-2090,-21.0
476,CDD,VIKARABAD,RCP85,DJF,2021-2050,9.0
477,CDD,VIKARABAD,RCP85,DJF,2061-2090,4.0
478,CDD,VIKARABAD,RCP85,MAM,2021-2050,-16.666666
479,CDD,VIKARABAD,RCP85,MAM,2061-2090,-11.666667
480,CDD,TANDUR,RCP45,Annual,2021-2050,-19.0
481,CDD,TANDUR,RCP45,Annual,2061-2090,-23.0
482,CDD,TANDUR,RCP45,JJAS,2021-2050,0.0
483,CDD,TANDUR,RCP45,JJAS,2061-2090,0.0
484,CDD,TANDUR,RCP45,ON,2021-2050,-19.0
485,CDD,TANDUR,RCP45,ON,2061-2090,-22.0
486,CDD,TANDUR,RCP45,DJF,2021-2050,2.0
487,CDD,TANDUR,RCP45,DJF,2061-2090,10.0
488,CDD,TANDUR,RCP45,MAM,2021-2050,-3.0
489,CDD,TANDUR,RCP45,MAM,2061-2090,-17.0
490,CDD,TANDUR,RCP85,Annual,2021-2050,-35.0
491,CDD,TANDUR,RCP85,Annual,2061-2090,-33.0
492,CDD,TANDUR,RCP85,JJAS,2021-2050,0.0
493,CDD,TANDUR,RCP85,JJAS,2061-2090,0.0
494,CDD,TANDUR,RCP85,ON,2021-2050,-17.0
495,CDD,TANDUR,RCP85,ON,2061-2090,-27.0
496,CDD,TANDUR,RCP85,DJF,2021-2050,1.0
497,CDD,TANDUR,RCP85,DJF,2061-2090,7.0
498,CDD,TANDUR,RCP85,MAM,2021-2050,-18.0
499,CDD,TANDUR,RCP85,MAM,2061-2090,-15.0
500,CDD,SURYAPET,RCP45,Annual,2021-2050,-10.25
501,CDD,SURYAPET,RCP45,Annual,2061-2090,-4.0
502,CDD,SURYAPET,RCP45,JJAS,2021-2050,-0.25
503,CDD,SURYAPET,RCP45,JJAS,2061-2090,-0.25
504,CDD,SURYAPET,RCP45,ON,2021-2050,-4.75
505,CDD,SURYAPET,RCP45,ON,2061-2090,-9.0
506,CDD,SURYAPET,RCP45,DJF,2021-2050,-1.0
507,CDD,SURYAPET,RCP45,DJF,2061-2090,7.5
508,CDD,SURYAPET,RCP45,MAM,2021-2050,1.5
509,CDD,SURYAPET,RCP45,MAM,2061-2090,-8.75
510,CDD,SURYAPET,RCP85,Annual,2021-2050,-15.75
511,CDD,SURYAPET,RCP85,Annual,2061-2090,-31.75
512,CDD,SURYAPET,RCP85,JJAS,2021-2050,-0.25
513,CDD,SURYAPET,RCP85,JJAS,2061-2090,-0.25
514,CDD,SURYAPET,RCP85,ON,2021-2050,-8.5
515,CDD,SURYAPET,RCP85,ON,2061-2090,-15.25
516,CDD,SURYAPET,RCP85,DJF,2021-2050,5.0
517,CDD,SURYAPET,RCP85,DJF,2061-2090,-7.0
518,CDD,SURYAPET,RCP85,MAM,2021-2050,-7.5
519,CDD,SURYAPET,RCP85,MAM,2061-2090,-9.75
520,CDD,SIDDIPET,RCP45,Annual,2021-2050,-30.0
521,CDD,SIDDIPET,RCP45,Annual,2061-2090,-32.333332
522,CDD,SIDDIPET,RCP45,JJAS,2021-2050,0.0
523,CDD,SIDDIPET,RCP45,JJAS,2061-2090,0.0
524,CDD,SIDDIPET,RCP45,ON,2021-2050,-12.333333
525,CDD,SIDDIPET,RCP45,ON,2061-2090,-18.0
526,CDD,SIDDIPET,RCP45,DJF,2021-2050,2.0
527,CDD,SIDDIPET,RCP45,DJF,2061-2090,-2.0
528,CDD,SIDDIPET,RCP45,MAM,2021-2050,-16.333334
529,CDD,SIDDIPET,RCP45,MAM,2061-2090,-16.0
530,CDD,SIDDIPET,RCP85,Annual,2021-2050,-48.333332
531,CDD,SIDDIPET,RCP85,Annual,2061-2090,-56.666668
532,CDD,SIDDIPET,RCP85,JJAS,2021-2050,0.0
533,CDD,SIDDIPET,RCP85,JJAS,2061-2090,0.0
534,CDD,SIDDIPET,RCP85,ON,2021-2050,-23.0
535,CDD,SIDDIPET,RCP85,ON,2061-2090,-30.333334
536,CDD,SIDDIPET,RCP85,DJF,2021-2050,-2.0
537,CDD,SIDDIPET,RCP85,DJF,2061-2090,-12.333333
538,CDD,SIDDIPET,RCP85,MAM,2021-2050,-16.333334
539,CDD,SIDDIPET,RCP85,MAM,2061-2090,-11.666667
540,CDD,SADASIVAPET,RCP45,Annual,2021-2050,-18.0
541,CDD,SADASIVAPET,RCP45,Annual,2061-2090,-30.0
542,CDD,SADASIVAPET,RCP45,JJAS,2021-2050,0.0
543,CDD,SADASIVAPET,RCP45,JJAS,2061-2090,0.0
544,CDD,SADASIVAPET,RCP45,ON,2021-2050,-17.0
545,CDD,SADASIVAPET,RCP45,ON,2061-2090,-22.0
546,CDD,SADASIVAPET,RCP45,DJF,2021-2050,0.0
547,CDD,SADASIVAPET,RCP45,DJF,2061-2090,3.5
548,CDD,SADASIVAPET,RCP45,MAM,2021-2050,-1.5
549,CDD,SADASIVAPET,RCP45,MAM,2061-2090,-14.0
550,CDD,SADASIVAPET,RCP85,Annual,2021-2050,-24.0
551,CDD,SADASIVAPET,RCP85,Annual,2061-2090,-37.0
552,CDD,SADASIVAPET,RCP85,JJAS,2021-2050,0.0
553,CDD,SADASIVAPET,RCP85,JJAS,2061-2090,0.0
554,CDD,SADASIVAPET,RCP85,ON,2021-2050,-14.5
555,CDD,SADASIVAPET,RCP85,ON,2061-2090,-26.5
556,CDD,SADASIVAPET,RCP85,DJF,2021-2050,5.5
557,CDD,SADASIVAPET,RCP85,DJF,2061-2090,-2.0
558,CDD,SADASIVAPET,RCP85,MAM,2021-2050,-9.5
559,CDD,SADASIVAPET,RCP85,MAM,2061-2090,-7.0
560,CDD,NIZAMABAD,RCP45,Annual,2021-2050,-22.0
561,CDD,NIZAMABAD,RCP45,Annual,2061-2090,-13.0
562,CDD,NIZAMABAD,RCP45,JJAS,2021-2050,0.0
563,CDD,NIZAMABAD,RCP45,JJAS,2061-2090,0.0
564,CDD,NIZAMABAD,RCP45,ON,2021-2050,-9.5
565,CDD,NIZAMABAD,RCP45,ON,2061-2090,-18.5
566,CDD,NIZAMABAD,RCP45,DJF,2021-2050,1.5
567,CDD,NIZAMABAD,RCP45,DJF,2061-2090,14.5
568,CDD,NIZAMABAD,RCP45,MAM,2021-2050,-11.0
569,CDD,NIZAMABAD,RCP45,MAM,2061-2090,-11.0
570,CDD,NIZAMABAD,RCP85,Annual,2021-2050,-32.0
571,CDD,NIZAMABAD,RCP85,Annual,2061-2090,-39.0
572,CDD,NIZAMABAD,RCP85,JJAS,2021-2050,0.0
573,CDD,NIZAMABAD,RCP85,JJAS,2061-2090,0.0
574,CDD,NIZAMABAD,RCP85,ON,2021-2050,-11.0
575,CDD,NIZAMABAD,RCP85,ON,2061-2090,-19.5
576,CDD,NIZAMABAD,RCP85,DJF,2021-2050,0.0
577,CDD,NIZAMABAD,RCP85,DJF,2061-2090,-2.5
578,CDD,NIZAMABAD,RCP85,MAM,2021-2050,-12.0
579,CDD,NIZAMABAD,RCP85,MAM,2061-2090,-14.5
580,CDD,NARAYANPET,RCP45,Annual,2021-2050,-21.0
581,CDD,NARAYANPET,RCP45,Annual,2061-2090,-18.0
582,CDD,NARAYANPET,RCP45,JJAS,2021-2050,0.0
583,CDD,NARAYANPET,RCP45,JJAS,2061-2090,0.0
584,CDD,NARAYANPET,RCP45,ON,2021-2050,-15.0
585,CDD,NARAYANPET,RCP45,ON,2061-2090,-15.0
586,CDD,NARAYANPET,RCP45,DJF,2021-2050,-2.0
587,CDD,NARAYANPET,RCP45,DJF,2061-2090,8.0
588,CDD,NARAYANPET,RCP45,MAM,2021-2050,-4.0
589,CDD,NARAYANPET,RCP45,MAM,2061-2090,-16.0
590,CDD,NARAYANPET,RCP85,Annual,2021-2050,-17.0
591,CDD,NARAYANPET,RCP85,Annual,2061-2090,-19.0
592,CDD,NARAYANPET,RCP85,JJAS,2021-2050,0.0
593,CDD,NARAYANPET,RCP85,JJAS,2061-2090,0.0
594,CDD,NARAYANPET,RCP85,ON,2021-2050,-9.0
595,CDD,NARAYANPET,RCP85,ON,2061-2090,-15.0
596,CDD,NARAYANPET,RCP85,DJF,2021-2050,6.0
597,CDD,NARAYANPET,RCP85,DJF,2061-2090,3.0
598,CDD,NARAYANPET,RCP85,MAM,2021-2050,-14.0
599,CDD,NARAYANPET,RCP85,MAM,2061-2090,-11.0
600,CDD,NALGONDA,RCP45,Annual,2021-2050,-16.0
601,CDD,NALGONDA,RCP45,Annual,2061-2090,-10.5
602,CDD,NALGONDA,RCP45,JJAS,2021-2050,-0.5
603,CDD,NALGONDA,RCP45,JJAS,2061-2090,-0.5
604,CDD,NALGONDA,RCP45,ON,2021-2050,-9.5
605,CDD,NALGONDA,RCP45,ON,2061-2090,-14.0
606,CDD,NALGONDA,RCP45,DJF,2021-2050,-2.5
607,CDD,NALGONDA,RCP45,DJF,2061-2090,7.0
608,CDD,NALGONDA,RCP45,MAM,2021-2050,1.5
609,CDD,NALGONDA,RCP45,MAM,2061-2090,-7.0
610,CDD,NALGONDA,RCP85,Annual,2021-2050,-21.0
611,CDD,NALGONDA,RCP85,Annual,2061-2090,-35.5
612,CDD,NALGONDA,RCP85,JJAS,2021-2050,-0.5
613,CDD,NALGONDA,RCP85,JJAS,2061-2090,-0.5
614,CDD,NALGONDA,RCP85,ON,2021-2050,-9.5
615,CDD,NALGONDA,RCP85,ON,2061-2090,-17.5
616,CDD,NALGONDA,RCP85,DJF,2021-2050,3.0
617,CDD,NALGONDA,RCP85,DJF,2061-2090,-5.0
618,CDD,NALGONDA,RCP85,MAM,2021-2050,-10.0
619,CDD,NALGONDA,RCP85,MAM,2061-2090,-10.5
620,CDD,MIRYALAGUDA,RCP45,Annual,2021-2050,-7.0
621,CDD,MIRYALAGUDA,RCP45,Annual,2061-2090,-5.0
622,CDD,MIRYALAGUDA,RCP45,JJAS,2021-2050,-1.0
623,CDD,MIRYALAGUDA,RCP45,JJAS,2061-2090,-1.0
624,CDD,MIRYALAGUDA,RCP45,ON,2021-2050,-3.5
625,CDD,MIRYALAGUDA,RCP45,ON,2061-2090,-10.5
626,CDD,MIRYALAGUDA,RCP45,DJF,2021-2050,-1.5
627,CDD,MIRYALAGUDA,RCP45,DJF,2061-2090,4.0
628,CDD,MIRYALAGUDA,RCP45,MAM,2021-2050,5.5
629,CDD,MIRYALAGUDA,RCP45,MAM,2061-2090,-1.5
630,CDD,MIRYALAGUDA,RCP85,Annual,2021-2050,-11.5
631,CDD,MIRYALAGUDA,RCP85,Annual,2061-2090,-33.0
632,CDD,MIRYALAGUDA,RCP85,JJAS,2021-2050,-1.0
633,CDD,MIRYALAGUDA,RCP85,JJAS,2061-2090,-1.0
634,CDD,MIRYALAGUDA,RCP85,ON,2021-2050,-4.5
635,CDD,MIRYALAGUDA,RCP85,ON,2061-2090,-18.5
636,CDD,MIRYALAGUDA,RCP85,DJF,2021-2050,0.5
637,CDD,MIRYALAGUDA,RCP85,DJF,2061-2090,-8.0
638,CDD,MIRYALAGUDA,RCP85,MAM,2021-2050,0.5
639,CDD,MIRYALAGUDA,RCP85,MAM,2061-2090,-4.5
640,CDD,MEDAK,RCP45,Annual,2021-2050,-18.0
641,CDD,MEDAK,RCP45,Annual,2061-2090,-17.0
642,CDD,MEDAK,RCP45,JJAS,2021-2050,0.0
643,CDD,MEDAK,RCP45,JJAS,2061-2090,0.0
644,CDD,MEDAK,RCP45,ON,2021-2050,-12.0
645,CDD,MEDAK,RCP45,ON,2061-2090,-22.0
646,CDD,MEDAK,RCP45,DJF,2021-2050,2.0
647,CDD,MEDAK,RCP45,DJF,2061-2090,7.0
648,CDD,MEDAK,RCP45,MAM,2021-2050,-5.0
649,CDD,MEDAK,RCP45,MAM,2061-2090,-3.0
650,CDD,MEDAK,RCP85,Annual,2021-2050,-26.0
651,CDD,MEDAK,RCP85,Annual,2061-2090,-27.0
652,CDD,MEDAK,RCP85,JJAS,2021-2050,0.0
653,CDD,MEDAK,RCP85,JJAS,2061-2090,0.0
654,CDD,MEDAK,RCP85,ON,2021-2050,-12.0
655,CDD,MEDAK,RCP85,ON,2061-2090,-24.0
656,CDD,MEDAK,RCP85,DJF,2021-2050,0.0
657,CDD,MEDAK,RCP85,DJF,2061-2090,6.0
658,CDD,MEDAK,RCP85,MAM,2021-2050,-9.0
659,CDD,MEDAK,RCP85,MAM,2061-2090,-6.0
660,CDD,MAHABOOBNAGAR,RCP45,Annual,2021-2050,-24.0
661,CDD,MAHABOOBNAGAR,RCP45,Annual,2061-2090,-13.0
662,CDD,MAHABOOBNAGAR,RCP45,JJAS,2021-2050,0.0
663,CDD,MAHABOOBNAGAR,RCP45,JJAS,2061-2090,0.0
664,CDD,MAHABOOBNAGAR,RCP45,ON,2021-2050,-17.0
665,CDD,MAHABOOBNAGAR,RCP45,ON,2061-2090,-13.0
666,CDD,MAHABOOBNAGAR,RCP45,DJF,2021-2050,-2.0
667,CDD,MAHABOOBNAGAR,RCP45,DJF,2061-2090,6.0
668,CDD,MAHABOOBNAGAR,RCP45,MAM,2021-2050,-4.0
669,CDD,MAHABOOBNAGAR,RCP45,MAM,2061-2090,-8.0
670,CDD,MAHABOOBNAGAR,RCP85,Annual,2021-2050,-30.0
671,CDD,MAHABOOBNAGAR,RCP85,Annual,2061-2090,-20.0
672,CDD,MAHABOOBNAGAR,RCP85,JJAS,2021-2050,0.0
673,CDD,MAHABOOBNAGAR,RCP85,JJAS,2061-2090,0.0
674,CDD,MAHABOOBNAGAR,RCP85,ON,2021-2050,-11.0
675,CDD,MAHABOOBNAGAR,RCP85,ON,2061-2090,-17.0
676,CDD,MAHABOOBNAGAR,RCP85,DJF,2021-2050,0.0
677,CDD,MAHABOOBNAGAR,RCP85,DJF,2061-2090,9.0
678,CDD,MAHABOOBNAGAR,RCP85,MAM,2021-2050,-14.0
679,CDD,MAHABOOBNAGAR,RCP85,MAM,2061-2090,-11.0
680,CDD,KAMAREDDY,RCP45,Annual,2021-2050,-12.0
681,CDD,KAMAREDDY,RCP45,Annual,2061-2090,-16.0
682,CDD,KAMAREDDY,RCP45,JJAS,2021-2050,0.0
683,CDD,KAMAREDDY,RCP45,JJAS,2061-2090,0.0
684,CDD,KAMAREDDY,RCP45,ON,2021-2050,-8.0
685,CDD,KAMAREDDY,RCP45,ON,2061-2090,-20.0
686,CDD,KAMAREDDY,RCP45,DJF,2021-2050,4.0
687,CDD,KAMAREDDY,RCP45,DJF,2061-2090,10.0
688,CDD,KAMAREDDY,RCP45,MAM,2021-2050,-7.0
689,CDD,KAMAREDDY,RCP45,MAM,2061-2090,-11.0
690,CDD,KAMAREDDY,RCP85,Annual,2021-2050,-37.0
691,CDD,KAMAREDDY,RCP85,Annual,2061-2090,-25.0
692,CDD,KAMAREDDY,RCP85,JJAS,2021-2050,0.0
693,CDD,KAMAREDDY,RCP85,JJAS,2061-2090,0.0
694,CDD,KAMAREDDY,RCP85,ON,2021-2050,-13.0
695,CDD,KAMAREDDY,RCP85,ON,2061-2090,-19.0
696,CDD,KAMAREDDY,RCP85,DJF,2021-2050,-4.0
697,CDD,KAMAREDDY,RCP85,DJF,2061-2090,2.0
698,CDD,KAMAREDDY,RCP85,MAM,2021-2050,-16.0
699,CDD,KAMAREDDY,RCP85,MAM,2061-2090,-10.0
700,CDD,GADWAL,RCP45,Annual,2021-2050,-36.0
701,CDD,GADWAL,RCP45,Annual,2061-2090,-31.0
702,CDD,GADWAL,RCP45,JJAS,2021-2050,-1.0
703,CDD,GADWAL,RCP45,JJAS,2061-2090,-1.0
704,CDD,GADWAL,RCP45,ON,2021-2050,-17.0
705,CDD,GADWAL,RCP45,ON,2061-2090,-23.0
706,CDD,GADWAL,RCP45,DJF,2021-2050,-8.0
707,CDD,GADWAL,RCP45,DJF,2061-2090,6.0
708,CDD,GADWAL,RCP45,MAM,2021-2050,-3.0
709,CDD,GADWAL,RCP45,MAM,2061-2090,-12.0
710,CDD,GADWAL,RCP85,Annual,2021-2050,-24.0
711,CDD,GADWAL,RCP85,Annual,2061-2090,-42.0
712,CDD,GADWAL,RCP85,JJAS,2021-2050,-1.0
713,CDD,GADWAL,RCP85,JJAS,2061-2090,-1.0
714,CDD,GADWAL,RCP85,ON,2021-2050,-12.0
715,CDD,GADWAL,RCP85,ON,2061-2090,-26.0
716,CDD,GADWAL,RCP85,DJF,2021-2050,-3.0
717,CDD,GADWAL,RCP85,DJF,2061-2090,0.0
718,CDD,GADWAL,RCP85,MAM,2021-2050,-2.0
719,CDD,GADWAL,RCP85,MAM,2061-2090,-11.0
720,CDD,BODHAN,RCP45,Annual,2021-2050,-21.0
721,CDD,BODHAN,RCP45,Annual,2061-2090,-18.0
722,CDD,BODHAN,RCP45,JJAS,2021-2050,0.0
723,CDD,BODHAN,RCP45,JJAS,2061-2090,0.0
724,CDD,BODHAN,RCP45,ON,2021-2050,-12.0
725,CDD,BODHAN,RCP45,ON,2061-2090,-22.0
726,CDD,BODHAN,RCP45,DJF,2021-2050,-1.0
727,CDD,BODHAN,RCP45,DJF,2061-2090,10.0
728,CDD,BODHAN,RCP45,MAM,2021-2050,-5.0
729,CDD,BODHAN,RCP45,MAM,2061-2090,-6.0
730,CDD,BODHAN,RCP85,Annual,2021-2050,-33.0
731,CDD,BODHAN,RCP85,Annual,2061-2090,-40.0
732,CDD,BODHAN,RCP85,JJAS,2021-2050,0.0
733,CDD,BODHAN,RCP85,JJAS,2061-2090,0.0
734,CDD,BODHAN,RCP85,ON,2021-2050,-13.0
735,CDD,BODHAN,RCP85,ON,2061-2090,-22.0
736,CDD,BODHAN,RCP85,DJF,2021-2050,-4.0
737,CDD,BODHAN,RCP85,DJF,2061-2090,-7.0
738,CDD,BODHAN,RCP85,MAM,2021-2050,-7.0
739,CDD,BODHAN,RCP85,MAM,2061-2090,-8.0
740,CWD,ARMOOR,RCP45,Annual,2021-2050,2.0
741,CWD,ARMOOR,RCP45,Annual,2061-2090,5.0
742,CWD,ARMOOR,RCP45,JJAS,2021-2050,8.0
743,CWD,ARMOOR,RCP45,JJAS,2061-2090,-2.0
744,CWD,ARMOOR,RCP45,ON,2021-2050,-4.0
745,CWD,ARMOOR,RCP45,ON,2061-2090,4.0
746,CWD,ARMOOR,RCP45,DJF,2021-2050,2.0
747,CWD,ARMOOR,RCP45,DJF,2061-2090,3.0
748,CWD,ARMOOR,RCP45,MAM,2021-2050,6.0
749,CWD,ARMOOR,RCP45,MAM,2061-2090,16.0
750,CWD,ARMOOR,RCP85,Annual,2021-2050,-2.0
751,CWD,ARMOOR,RCP85,Annual,2061-2090,7.0
752,CWD,ARMOOR,RCP85,JJAS,2021-2050,-3.0
753,CWD,ARMOOR,RCP85,JJAS,2061-2090,-4.0
754,CWD,ARMOOR,RCP85,ON,2021-2050,5.0
755,CWD,ARMOOR,RCP85,ON,2061-2090,6.0
756,CWD,ARMOOR,RCP85,DJF,2021-2050,1.0
757,CWD,ARMOOR,RCP85,DJF,2061-2090,1.0
758,CWD,ARMOOR,RCP85,MAM,2021-2050,9.0
759,CWD,ARMOOR,RCP85,MAM,2061-2090,21.0
760,CWD,YELLANDU,RCP45,Annual,2021-2050,0.0
761,CWD,YELLANDU,RCP45,Annual,2061-2090,6.0
762,CWD,YELLANDU,RCP45,JJAS,2021-2050,-2.0
763,CWD,YELLANDU,RCP45,JJAS,2061-2090,-1.0
764,CWD,YELLANDU,RCP45,ON,2021-2050,3.0
765,CWD,YELLANDU,RCP45,ON,2061-2090,-1.0
766,CWD,YELLANDU,RCP45,DJF,2021-2050,1.0
767,CWD,YELLANDU,RCP45,DJF,2061-2090,4.0
768,CWD,YELLANDU,RCP45,MAM,2021-2050,1.0
769,CWD,YELLANDU,RCP45,MAM,2061-2090,5.0
770,CWD,YELLANDU,RCP85,Annual,2021-2050,15.0
771,CWD,YELLANDU,RCP85,Annual,2061-2090,9.0
772,CWD,YELLANDU,RCP85,JJAS,2021-2050,-2.0
773,CWD,YELLANDU,RCP85,JJAS,2061-2090,-2.0
774,CWD,YELLANDU,RCP85,ON,2021-2050,2.0
775,CWD,YELLANDU,RCP85,ON,2061-2090,2.0
776,CWD,YELLANDU,RCP85,DJF,2021-2050,2.0
777,CWD,YELLANDU,RCP85,DJF,2061-2090,5.0
778,CWD,YELLANDU,RCP85,MAM,2021-2050,12.0
779,CWD,YELLANDU,RCP85,MAM,2061-2090,5.0
780,CWD,WARANGAL,RCP45,Annual,2021-2050,-3.0
781,CWD,WARANGAL,RCP45,Annual,2061-2090,4.25
782,CWD,WARANGAL,RCP45,JJAS,2021-2050,-2.75
783,CWD,WARANGAL,RCP45,JJAS,2061-2090,-3.25
784,CWD,WARANGAL,RCP45,ON,2021-2050,0.5
785,CWD,WARANGAL,RCP45,ON,2061-2090,2.5
786,CWD,WARANGAL,RCP45,DJF,2021-2050,3.0
787,CWD,WARANGAL,RCP45,DJF,2061-2090,0.75
788,CWD,WARANGAL,RCP45,MAM,2021-2050,-2.25
789,CWD,WARANGAL,RCP45,MAM,2061-2090,7.25
790,CWD,WARANGAL,RCP85,Annual,2021-2050,7.5
791,CWD,WARANGAL,RCP85,Annual,2061-2090,-3.5
792,CWD,WARANGAL,RCP85,JJAS,2021-2050,-4.0
793,CWD,WARANGAL,RCP85,JJAS,2061-2090,-5.0
794,CWD,WARANGAL,RCP85,ON,2021-2050,3.5
795,CWD,WARANGAL,RCP85,ON,2061-2090,3.0
796,CWD,WARANGAL,RCP85,DJF,2021-2050,3.0
797,CWD,WARANGAL,RCP85,DJF,2061-2090,2.5
798,CWD,WARANGAL,RCP85,MAM,2021-2050,7.75
799,CWD,WARANGAL,RCP85,MAM,2061-2090,0.75
800,CWD,SIRICILLA,RCP45,Annual,2021-2050,5.5
801,CWD,SIRICILLA,RCP45,Annual,2061-2090,-0.5
802,CWD,SIRICILLA,RCP45,JJAS,2021-2050,2.5
803,CWD,SIRICILLA,RCP45,JJAS,2061-2090,-2.5
804,CWD,SIRICILLA,RCP45,ON,2021-2050,-4.0
805,CWD,SIRICILLA,RCP45,ON,2061-2090,2.0
806,CWD,SIRICILLA,RCP45,DJF,2021-2050,2.5
807,CWD,SIRICILLA,RCP45,DJF,2061-2090,3.0
808,CWD,SIRICILLA,RCP45,MAM,2021-2050,5.0
809,CWD,SIRICILLA,RCP45,MAM,2061-2090,1.0
810,CWD,SIRICILLA,RCP85,Annual,2021-2050,4.0
811,CWD,SIRICILLA,RCP85,Annual,2061-2090,-5.5
812,CWD,SIRICILLA,RCP85,JJAS,2021-2050,-2.5
813,CWD,SIRICILLA,RCP85,JJAS,2061-2090,-1.5
814,CWD,SIRICILLA,RCP85,ON,2021-2050,1.5
815,CWD,SIRICILLA,RCP85,ON,2061-2090,-0.5
816,CWD,SIRICILLA,RCP85,DJF,2021-2050,2.5
817,CWD,SIRICILLA,RCP85,DJF,2061-2090,5.0
818,CWD,SIRICILLA,RCP85,MAM,2021-2050,5.5
819,CWD,SIRICILLA,RCP85,MAM,2061-2090,-4.5
820,CWD,SATHUPALLY,RCP45,Annual,2021-2050,-2.0
